Empresa,RIF,ORD-04-11-SOL,ORD-04-11-MON,OTRO-04-11-SOL,OTRO-04-11-MON,Sol,Mon
TELECOMSOFT SWA C.A,J-307968273,3,"$224,485",0,$0,3,"$224,485"
"TELECOMUNICACIONES BANTEL, C.A.",J-003401684,23,"$2,407,744",20,"$1,088,245",43,"$3,495,989"
"TELECOMUNICACIONES BELMED, C.A.",J-308335622,137,"$2,006,695",0,$0,137,"$2,006,695"
"TELECOMUNICACIONES GLOBAL RED, C.A.",J-310075573,2,"$148,077",0,$0,2,"$148,077"
"TELECOMUNICACIONES MOVILNET,C.A.",J-300004937,3003,"$1,349,741,202",42,"$49,336,680",3045,"$1,399,077,882"
"TELECOMUNICACIONES NGTV, S.A.",J-302268273,0,$0,2,"$8,614,273",2,"$8,614,273"
"TELECOMUNICACIONES SENATEL, C.A.",J-308720038,1,"$318,085",0,$0,1,"$318,085"
"TELECOMUNICACIONES Y CONTROLES, C.A.",J-000508127,342,"$13,625,958",0,$0,342,"$13,625,958"
"TELECOMUNICACIONES, ELECTRONICA Y CONTROL TELETROL, C.A.",J-002682574,80,"$1,809,398",0,$0,80,"$1,809,398"
TELEMULTI C.A.,J-001407561,264,"$15,449,003",0,$0,264,"$15,449,003"
"TELENORMA, C.A.",J-000361665,453,"$10,822,250",1,"$287,204",454,"$11,109,454"
"TELEPLASTIC, C.A.",J-000540152,586,"$55,217,557",0,$0,586,"$55,217,557"
"TELERECA, C.A.",J-000588511,35,"$317,057",1,"$92,337",36,"$409,394"
TELESISTEMAS ELECON C.A.,J-301317157,362,"$7,133,154",0,$0,362,"$7,133,154"
"TELETECH VENEZUELA, C. A.",J-310505497,0,$0,5,"$2,613,767",5,"$2,613,767"
TELEUBER.C.A.,J-313488070,1,"$137,475",0,$0,1,"$137,475"
"TELEVIDEO SEGURIDAD DIGITAL TSD, C.A",J-308859818,77,"$1,906,562",0,$0,77,"$1,906,562"
"TELINOX,CA",J-075414284,5,"$321,417",0,$0,5,"$321,417"
"TELPORT COMMUNICATIONS, S.A.",J-303462030,31,"$1,295,895",0,$0,31,"$1,295,895"
"TELTEK INGENIERIA DE COMUNICACIONES Y ELECTRONICA, C.A.",J-1382585,59,"$2,515,106",0,$0,59,"$2,515,106"
"TELTUO STORE, C.A.",J-308719064,29,"$1,244,572",0,$0,29,"$1,244,572"
"TEM-VASS, S.A.",J-002611383,17,"$1,526,087",0,$0,17,"$1,526,087"
"TEMACO PUNTO FIJO, C.A.",J-300860400,2,"$49,268",0,$0,2,"$49,268"
"TEMI, C.A.",J-075085175,1622,"$17,914,975",0,$0,1622,"$17,914,975"
"TEMPANO USA CORPORACI�N, C.A.",J-313857378,6,"$1,160,548",0,$0,6,"$1,160,548"
"TENDENCIA MARACAIBO, C.A.",J-312807350,27,"$1,478,324",0,$0,27,"$1,478,324"
TENERIA MERIDA C.A,J-090008462,218,"$4,146,952",0,$0,218,"$4,146,952"
TENERIA VALERA. C.A.,J-090229779,1,"$9,200",0,$0,1,"$9,200"
"TENERIAS UNIDAS, C.A.",J-000362327,529,"$12,594,237",0,$0,529,"$12,594,237"
TENNIS DE VENEZUELA COMERCIALIZADORA C.A.,J-307242353,9,"$50,262",0,$0,9,"$50,262"
TENNIS SHOP PARAGUANA CA,J-308384666,72,"$7,348,222",0,$0,72,"$7,348,222"
TENT AND SAIL ESTRUCTURAS C.A.,J-303540341,588,"$31,849,146",0,$0,588,"$31,849,146"
TERMINALES MARACAIBO,J-070018356,211,"$10,012,333",3,"$1,132,324",214,"$11,144,657"
"TERMO LABEL, C.A.",J-315375303,19,"$954,989",0,$0,19,"$954,989"
"TERMOELECTRIC,C.A.",J-306804307,0,$0,0,$0,0,$0
TERMOENERGIA C.A.,J-301618505,12,"$201,370",0,$0,12,"$201,370"
"TERMOFLUIDOS FN, C.A.",J-302552648,212,"$1,750,517",1,"$58,900",213,"$1,809,417"
TERMOMECANICA INDUSTRIAL DE HORNOS C.A.,J-000627681,17,"$324,104",0,$0,17,"$324,104"
"TERMOS INDUSTRIALES GUACARA, CA",J-075207181,9,"$467,866",0,$0,9,"$467,866"
TERMOSISTEMAS ACS C.A.,J-307716339,37,"$9,979,193",0,$0,37,"$9,979,193"
"TERRA SPORT, C.A.",J-309697749,45,"$6,991,414",0,$0,45,"$6,991,414"
"TERRANOVA DE VENEZUELA,S.A.",J-304253591,67,"$1,746,330",10,"$28,040,801",77,"$29,787,131"
TERRITORIO 0416 C.A.,J-312171960,19,"$967,875",0,$0,19,"$967,875"
TETRA PAK C.A.,J-001587160,4246,"$309,323,353",1,"$3,129,755",4247,"$312,453,108"
"TEVIAL, C.A.",J-309245325,12,"$601,982",0,$0,12,"$601,982"
TEX DEPOSITO C.A,J-306225269,2,"$131,452",0,$0,2,"$131,452"
TEXAS SHOP COWBOYS,J-306380167,279,"$73,650,550",0,$0,279,"$73,650,550"
"TEXCOVEN, S.A.",J-305743720,58,"$4,116,199",1,"$1,925,550",59,"$6,041,749"
"TEXFRAMAN, C.A.",J-309487230,71,"$7,649,243",0,$0,71,"$7,649,243"
"TEXTIL EVERCOLOR, C.A",J-314969641,33,"$3,558,491",0,$0,33,"$3,558,491"
"TEXTILANA, S.A.",J-000363536,1,"$1,760",0,$0,1,"$1,760"
"TEXTILANA, S.A.",J-309810634,1,"$1,572",0,$0,1,"$1,572"
TEXTILERA ALGODONAL CA,J-001984887,86,"$2,172,908",0,$0,86,"$2,172,908"
TEXTILERA INDUSTRIAL ANDINA CA,J-310730415,177,"$12,935,672",0,$0,177,"$12,935,672"
"TEXTILERA INDUSTRIAL NOVI, C.A.",J-306669167,169,"$8,142,504",0,$0,169,"$8,142,504"
TEXTILERA SANSON C.A.,J-000413851,164,"$7,229,017",0,$0,164,"$7,229,017"
TEXTILERA SHATIBRANTEX 18/26 C.A.,J-314749161,5,"$594,324",0,$0,5,"$594,324"
"TEXTILES 2001 MILENIUM, C. A.",J-308019313,27,"$3,114,474",0,$0,27,"$3,114,474"
TEXTILES 26 C.A.,J-003622621,463,"$45,171,266",0,$0,463,"$45,171,266"
TEXTILES CONTRERAS C.A.,J-295085087,4,"$839,477",0,$0,4,"$839,477"
TEXTILES DIGITALES S.A.,J-313734403,11,"$537,240",0,$0,11,"$537,240"
"TEXTILES FARBY R3, C.A.",J-313807001,2,"$15,926",0,$0,2,"$15,926"
"TEXTILES GAMS, C.A.",J-002330570,694,"$39,183,996",0,$0,694,"$39,183,996"
"TEXTILES MADUTEX, C.A.",J-305544123,17,"$1,139,941",0,$0,17,"$1,139,941"
TEXTILES MALAGA C.A,J-304935668,177,"$9,037,367",0,$0,177,"$9,037,367"
"TEXTILES MAYPATEX, C.A",J-306797165,41,"$3,315,588",0,$0,41,"$3,315,588"
TEXTILES MONTERREY 1106 C.A.,J-298978333,0,$0,0,$0,0,$0
TEXTILES MORATEX C.A.,J-294891390,0,$0,0,$0,0,$0
TEXTILES OMERLEIN C.A.,J-300480224,3,"$1,342,940",0,$0,3,"$1,342,940"
TEXTILES PASADENA,J-312842253,9,"$717,759",0,$0,9,"$717,759"
TEXTILES RAFERCA,J-003678570,39,"$2,820,239",0,$0,39,"$2,820,239"
"TEXTILES SAFRAVEN, C.A.",J-312406372,21,"$298,765",0,$0,21,"$298,765"
TEXTILES SONIMAR C.A.,J-314232100,9,"$1,127,893",0,$0,9,"$1,127,893"
"TEXTILES TULIPAN,C.A.",J-307076542,87,"$4,625,837",0,$0,87,"$4,625,837"
"TEXTILES VIGOMAR, C.A",J-312749733,32,"$2,364,309",0,$0,32,"$2,364,309"
"TEXTILES WEST, C.A.",J-303977111,563,"$26,132,181",0,$0,563,"$26,132,181"
"TEXTILES Y ACCESORIOS TASLAN, C.A",J-305043302,52,"$3,705,036",0,$0,52,"$3,705,036"
"TEXTOLISTO,C.A.",J-000798036,36,"$6,215,702",0,$0,36,"$6,215,702"
"TEXTYLINA LENCERIA Y ELECTRONICA, C.A.",J-313699551,10,"$1,389,337",0,$0,10,"$1,389,337"
"THE BIG MACHINE, C.A.",J-315839377,46,"$6,440,925",0,$0,46,"$6,440,925"
"THE FACTORY HKA, C.A.",J-312171197,185,"$47,140,394",0,$0,185,"$47,140,394"
THE WHEEL PEOPLE C.A.,J-313164062,2,"$80,276",0,$0,2,"$80,276"
"THE WIRELESS CORP, C.A.",J-308392596,216,"$109,138,350",0,$0,216,"$109,138,350"
THERAPEUTIC SKIN CARE DERMA SKIN C.A,J-309597442,61,"$2,862,614",0,$0,61,"$2,862,614"
THERMAL CERAMICS DE VENEZUELA C.A.,J-075495780,89,"$1,452,013",3,"$723,721",92,"$2,175,734"
THERMO GROUPC.A,J-310727937,21,"$18,150,300",0,$0,21,"$18,150,300"
THIRD MILLENIUM SUPPLY CORP. C.A,J-309497618,20,"$5,183,893",0,$0,20,"$5,183,893"
THOMAS GREG AND SONS DE VENEZUELA,J-090233415,213,"$3,593,815",2,"$2,640",215,"$3,596,455"
THOMY INDUSTRIA DE ALIMENTOS,V-131718965,3,"$50,534",0,$0,3,"$50,534"
THYSSENKRUPP ELEVADORES,J-000087725,262,"$13,544,215",0,$0,262,"$13,544,215"
TIANSHI VENEZUELA S.A,J-311371362,1,"$290,137",0,$0,1,"$290,137"
TIARA  BOUTIQUE C.A (ANTES VERSAGE  BOUTIQUE),J-303014623,39,"$731,919",0,$0,39,"$731,919"
"TIARA AIR NV, S.A.",J-296166536,0,$0,34,"$7,509,654",34,"$7,509,654"
TIARA-CML VENEZUELA,J-313389617,6,"$27,179",0,$0,6,"$27,179"
TICINO DE VENEZUELA CA,J-000582793,1229,"$29,636,057",0,$0,1229,"$29,636,057"
"TIDEWATER MARINE SERVICE, C.A.",J-070017481,3,"$38,660",0,$0,3,"$38,660"
"TIEMPOS MODERNOS NORTE,C.A",J-311771794,1,"$8,507",0,$0,1,"$8,507"
"TIEMPOS MODERNOS,C.A",J-307023414,1,"$8,876",0,$0,1,"$8,876"
TIENDA DE ANIMALES DON PERRO C.A.,J-000972915,141,"$4,214,266",0,$0,141,"$4,214,266"
TIENDA LA MANSION DE LO INTIMO C.A.,J-310397260,25,"$3,601,051",0,$0,25,"$3,601,051"
"TIENDAS DON REGALON., C.A.",J-309263773,10,"$441,299",0,$0,10,"$441,299"
TIENDAS KITO FLEX C.A,J-294542182,0,$0,0,$0,0,$0
"TIERRA ALTA SISTEMAS DE PRODUCCION, S.A.",J-309373463,184,"$16,856,868",0,$0,184,"$16,856,868"
TIGROUP AUTOMOTIVE SYSTEMS DE VENEZUELA C.A.,J-075063791,161,"$3,590,817",2,"$453,953",163,"$4,044,770"
TIMA C.A.,J-075213416,21,"$570,777",0,$0,21,"$570,777"
"TIMORBA, C.A.",J-000869936,1,"$49,613",0,$0,1,"$49,613"
"TINAPLAS, C.A.",J-313014036,5,"$918,943",0,$0,5,"$918,943"
TINPAG CA,J-312796731,1,"$34,691",0,$0,1,"$34,691"
"TINTAS VENEZOLANAS, C.A.",J-075300742,22,"$641,450",0,$0,22,"$641,450"
"TIPOGRAFIA CHACAO, C.A.",J-000365989,2,"$741,869",0,$0,2,"$741,869"
TITANIC,J-305148759,52,"$2,772,659",0,$0,52,"$2,772,659"
"TITANIUM,C.A",J-315152444,1,"$19,300",0,$0,1,"$19,300"
TIW DE VENEZUELA S.A.,J-306293701,163,"$7,705,423",0,$0,163,"$7,705,423"
TJM IMPORT CA,J-299619868,0,$0,0,$0,0,$0
TLM DISTRIBUCIONES C.A.,J-302005744,41,"$4,000,078",0,$0,41,"$4,000,078"
TM VISION C.A,J-312124504,8,"$150,318",0,$0,8,"$150,318"
TMC THE MAGIC COMPUTER C.A.,J-002270098,164,"$46,609,760",0,$0,164,"$46,609,760"
"TMV DISTRIBUTION, C.A.",J-300840743,24,"$11,037,037",0,$0,24,"$11,037,037"
"TMYC DE VENEZUELA, C.A",J-309758268,0,$0,0,$0,0,$0
TODO ASIATICO EXPRESS,J-311389512,89,"$3,397,061",0,$0,89,"$3,397,061"
TODO DIGITAL C.A,J-308676829,20,"$637,879",0,$0,20,"$637,879"
"TODO EN VIDEOJUEGOS, C.A.",J-312378360,19,"$747,083",0,$0,19,"$747,083"
"TODO INDUSTRIA Y COMERCIO DEL MUEBLE, C.A.",J-305973288,111,"$3,749,837",0,$0,111,"$3,749,837"
TODO JAPONES II,J-310087660,9,"$463,304",0,$0,9,"$463,304"
"TODO MAQUINAS, C.A.",J-313085650,25,"$3,391,382",0,$0,25,"$3,391,382"
"TODO MUEBLE 2020,C.A.",J-311518550,6,"$274,676",0,$0,6,"$274,676"
"TODO PAPEL AG 86, C.A.",J-307920700,897,"$54,402,360",0,$0,897,"$54,402,360"
"TODO TRACTOR, C.A.",J-309992422,187,"$22,192,435",0,$0,187,"$22,192,435"
"TODOBAﾄO2000,S.A.",J-313829706,4,"$134,790",0,$0,4,"$134,790"
TODOEXPLORER C.A.,J-316417867,1,"$12,963",0,$0,1,"$12,963"
"TODOPARTES L-A, C.A",J-313992178,38,"$2,261,115",0,$0,38,"$2,261,115"
"TOMY MOTO, C.A.",J-315208865,2,"$681,313",0,$0,2,"$681,313"
TONALITE DIGITAL C.A.,J-307649160,114,"$3,406,321",0,$0,114,"$3,406,321"
TONALITE S.A.,J-000768790,27,"$492,214",0,$0,27,"$492,214"
"TOP DENTAL, C.A.",J-309156195,101,"$4,572,573",0,$0,101,"$4,572,573"
"TOP GENETIC, C.A.",J-312081813,52,"$4,331,245",0,$0,52,"$4,331,245"
"TOP GOMAS,C.A.",J-305837996,148,"$2,369,101",0,$0,148,"$2,369,101"
TOP GRANJA C.A.,J-303875904,1085,"$121,235,185",0,$0,1085,"$121,235,185"
TOP RIEGO BEJUMA C.A,J-309251457,0,$0,0,$0,0,$0
TOP SPORT C.A.,J-315887150,0,$0,0,$0,0,$0
"TOPAC BUSINESS SOLUTIONS DE VENEZUELA, S.A (ANTES DANKA DE",J-303953670,226,"$3,236,958",0,$0,226,"$3,236,958"
"TOPFLIGHT DE VENEZUELA, C.A.",J-004860402,188,"$12,049,127",0,$0,188,"$12,049,127"
TOPLINE COMPUTER C.A.,J-090339809,1,"$8,247",0,$0,1,"$8,247"
"TOPS AND BOTTOMS INTERNACIONAL,C.A",J-000949484,0,$0,10,"$1,407,816",10,"$1,407,816"
TOPS INTERNACIONAL. C.A.,J-300723305,28,"$2,564,198",0,$0,28,"$2,564,198"
TORNI BOLTS C.A.,J-001213597,4,"$73,260",0,$0,4,"$73,260"
"TORNILLOS AVILA, C. A.",J-001381210,194,"$7,919,191",0,$0,194,"$7,919,191"
TORNILLOS CARABOBO C.A,J-001061983,335,"$12,087,454",0,$0,335,"$12,087,454"
TORNILLOS EL CAPITAN C.A.,J-002521554,197,"$5,359,090",0,$0,197,"$5,359,090"
"TORNILLOS FALC�N, C.A.",J-085199560,2,"$62,505",0,$0,2,"$62,505"
TORNISANCA TORNILLOS SAN CRISTOBAL C.A.,J-090204016,38,"$2,070,001",0,$0,38,"$2,070,001"
TORONTO SHOP C.A,J-306191011,278,"$6,671,945",0,$0,278,"$6,671,945"
TORRE FUERTE C.A,J-313796735,1,"$10,770",0,$0,1,"$10,770"
TORTOLANI & D`AMBROSIO C.A.,J-308149845,14,"$1,649,695",0,$0,14,"$1,649,695"
"TOTAL DIESEL,C.A.",J-315831341,41,"$2,222,676",0,$0,41,"$2,222,676"
TOTAL IMPORT 7383 C.A.,J-293726166,5,"$320,246",0,$0,5,"$320,246"
"TOTAL NETWORK TELECOMMUNICATIONS, C.A.",J-309208845,2,"$524,124",0,$0,2,"$524,124"
"TOTAL OFFICE VENEZUELA, C.A",J-311474307,77,"$1,694,732",0,$0,77,"$1,694,732"
"TOTAL PARTS & SERVICES, C.A.",J-310351155,8,"$118,226",0,$0,8,"$118,226"
TOTAL PLASTIC C.A.,J-307743891,123,"$9,113,326",0,$0,123,"$9,113,326"
"TOTAL VITALIS DE VENEZUELA C, A",J-299120065,0,$0,0,$0,0,$0
"TOTALBANK, C.A. BANCO COMERCIAL",J-000723060,0,$0,1,"$1,700,857",1,"$1,700,857"
TOTALCOM,J-305284490,7,"$1,068,888",0,$0,7,"$1,068,888"
TOTO MUSIC J.A; C.A.,J-303879551,16,"$575,781",0,$0,16,"$575,781"
TOUCHGATE INVERSIONES C.A.,J-295601719,0,$0,0,$0,0,$0
TOURBILLON GROUP C.A.,J-294529631,0,$0,0,$0,0,$0
TOXXIC C.A,J-312022531,13,"$3,637,589",0,$0,13,"$3,637,589"
"TOYAMA  MAQUINARIA, S.A.",J-305719187,78,"$16,386,188",0,$0,78,"$16,386,188"
TOYECA FORKLIFTS PARTS C.A.,J-314729020,9,"$137,058",0,$0,9,"$137,058"
